homolog_ID,cluster
A0A0P1IDS5_9RHOB/20-410,1522
A0A177E1S0_ALTAL/11-401,1473
T5AJN2_OPHSC/30-420,1523
I1RGK5_GIBZE/15-405,1384
A0A4Q7YAH1_9ACTN/24-414,1524
A0A1I7A2M6_9RHOB/19-409,1525
A0A0Q5ULJ5_9SPHN/52-442,1526
A0AAJ0BNN7_9PEZI/4-394,1527
A0A3Q8WVD6_9ACTO/9-399,1496
A0A2P5HVW4_9PEZI/25-415,1528
A0A6A6WX49_9PLEO/4-394,1529
A0A8H4L793_9HYPO/16-406,1530
A0A8H4U6C0_9HYPO/11-401,1531
A0AAJ0BTE1_9PEZI/13-403,1532
A0A501XDF9_9SPHN/46-436,1533
A0A1H5SEU2_9RHOB/13-403,1534
A0A9P4MPC1_9PLEO/11-401,1535
A0A285EI80_9ACTN/24-414,1536
A0A7C8IV19_9PEZI/11-401,1351
A0A2R5GGP7_9STRA/30-420,1537
A0A9W9WP88_9EURO/14-404,1144
A0A396M663_9BACT/31-421,1538
A0A1G9UAZ6_ALLAB/12-402,1539
A0A0D2CA64_9EURO/16-406,1520
W2CQC0_9BACT/592-982,1540
A0A4Y9P9C1_9ACTN/24-414,1541
A0A178E5L1_9PLEO/4-394,1542
A0A1Y2HT33_9FUNG/177-567,1543
A0A7U4JAK2_9SPHN/32-422,1544
A0A8H7MFY0_9PLEO/4-394,1545
A0A0C9M1B0_DOTX1/17-407,1546
A0A3M0W0S8_9EURO/374-764,1547
A0A8H6VVJ0_MYCCL/4-394,1548
A0A8J3MBN9_9RHOB/19-409,1549
A0A4T0WIS0_9PEZI/13-403,1550
A0A366ZKK4_9ACTN/24-414,1503
G9MY99_HYPVG/16-406,1551
A0A4U6QL57_9ACTN/24-414,1552
A0A430JW81_9ACTO/22-412,1553
A0A654ATC3_9SPHN/43-433,1554
A0A6A6EDN0_9PEZI/12-402,1555
A0AAI9TQ82_PENTH/14-404,1136
A0A2P8FBP5_9RHOB/20-410,1556
A0A5N6UTZ8_ASPTM/14-404,1557
A4ERB9_9RHOB/9-399,1558
A0A1L9PCR3_ASPVE/20-410,1559
A0A9P5YSW0_9AGAR/12-402,1560
J0WVF1_AURST/20-410,1561
A0A9P5D3B2_9HYPO/15-405,1562
A0A1S9AM58_9BURK/3-393,1563
A0A0C3CT18_OIDMZ/4-394,1564
A0A1M6NRQ5_9RHOB/29-419,1565
A0A9P4WTR7_9PLEO/11-401,1566
A0A254QWQ6_9RHOB/14-404,1567
A0A0D1YXP7_9EURO/5-395,1568
A0A9P9GJ94_FUSSL/15-405,1052
A0A6A5TY07_9PLEO/4-394,1569
A0A0P1HPB9_9RHOB/9-399,1570
G4N4J8_PYRO7/5-395,1571
A0A139ASM7_GONPJ/19-409,1572
A0A4P6MKD7_9RHOB/19-409,1573
A0A238JWG8_9RHOB/11-401,1574
A0A8T9C648_9HELO/2-392,1575
A0AAD5ESF2_9HYPO/15-405,1052
A0AAJ2A3P0_9BURK/14-404,1576
A0AAJ0GFU5_9PEZI/5-395,1577
A0A9P9WD12_9PEZI/15-405,1578
A0A2S9PPL8_9ACTN/70-460,1579
A0A0U1LTX8_TALIS/16-406,1580
A0A9W7BKF5_9STRA/183-573,1581
A0A1Y5SHL8_9RHOB/13-403,1582
A0A8H7CSG4_9AGAR/39-429,1583
A0A9P6SMP8_9HELO/2-392,1584
A0A6A5KTE3_9PLEO/12-402,1585
A0A1I4KEX1_9ACTN/23-413,1536
A0A0H1BQG4_9EURO/13-403,1586
A0A2V1K991_9ACTO/21-411,1587
A0A2A4BA34_9SPHN/38-428,1588
A0A427XI73_9TREE/51-441,1589
A0A0C1GQ69_9RHOB/11-401,1590
A0A540VLM4_9CHLR/6-396,1591
A0A1Q9DN95_SYMMI/798-1188,1592
A0A940RJY0_9CAUL/46-436,1593
A0A1B0ZLU6_9RHOB/10-400,1594
A0AAD6E6D9_9EURO/15-405,1595
G0RF12_HYPJQ/16-406,1511
A0A6G6Y0L1_9SPHN/43-433,1596
A0A9P9AHL3_9HYPO/4-394,1597
A0A9Q8V7W6_9HYPO/11-401,1598
A0A8H4XFY5_9HYPO/11-401,1599
A0A430BDH4_9SPHN/34-424,1600
A0A2T4B6P5_9HYPO/16-406,1511
A0A815GK19_ADIRI/267-657,1601
A0A372JZK5_9BURK/19-409,1602
A0A4Y9Q6F2_9ACTN/24-414,1603
A0A812KGD3_9DINO/95-485,1604
A0A427XPT3_9TREE/17-407,1605
A0A6C7EGF1_ILUCY/41-431,1606
A0A1I5SZ81_9ACTN/24-414,1607
A0A3R7JDY8_9EURO/10-400,432
D2SE75_GEOOG/24-414,1607
A0A8K0NMR3_9TREE/14-404,1608
A0A2T3A514_9PEZI/4-394,1609
A0A6A6EKV1_9PEZI/592-982,1610
F5J238_9BACT/586-976,1611
A0A9X2KKL8_9SPHN/42-432,1612
A0A0F8W6P8_9EURO/17-407,1613
L8FUD2_PSED2/4-394,1614
A0A4Y7T000_COPMI/16-406,1615
A0A3M0GSI2_9ACTN/24-414,1616
A0A2G7G813_9EURO/14-404,1521
A0A178ZY73_9EURO/5-395,1617
A0A3M7NE40_9EURO/7-397,1618
A0AAD4KTV8_9EURO/14-404,1619
A0A0C1JGR5_9RHOB/11-401,1620
A0A367B4T8_9ACTN/24-414,1621
A0A0H5D2E3_9RHOB/9-399,1622
A0A5N6DGW5_ASPPA/9-399,1225
A0A8H5LIU7_9AGAR/17-407,1623
A0A0D2DEF2_9EURO/16-406,1475
A0A8H3UI62_VENIN/24-414,1624
A0A812LSW3_9DINO/672-1062,1625
A0A429EXS5_9ACTN/21-411,1626
A0A4Y9ND89_9ACTN/33-423,1627
A0A395RHC4_FUSSP/15-405,1384
A0A9P4R7W8_9PLEO/4-394,1628
A0A8H6L0F0_9LECA/17-407,1394
A0A9W9TVH7_PENCI/11-401,1629
A0A4U3CGY1_9ACTN/24-414,1488
A0A1E7JJL7_9ACTN/4-394,1630
A0A8H4PM19_9HYPO/13-403,1631
A0A8H4MEE7_9EURO/9-399,1632
A0AAJ8KVN7_9TREE/13-403,1633
A0A286GXL0_9ACTN/24-414,1487
A0A7R7XX12_9EURO/20-410,1634
A0A423V9R9_9PEZI/13-403,1635
A0A179UXQ2_BLAGS/13-403,1586
A0A9P8PYH2_9ASCO/19-409,1636
A0A0F0II31_ASPPU/9-399,1225
A0A135LLJ1_PENPA/15-405,1637
A0AA38RJW5_9PEZI/5-395,1638
A0A7W5VHQ1_9ACTN/46-436,1639
A0A1I2J648_9ACTN/24-414,1640
A0A0B4DZ84_9RHOB/9-399,1641
U2YID2_9SPHN/26-416,1642
A0A1M5CWM2_9ACTN/41-431,1643
A0A4Z1NRL8_9PEZI/18-408,1644
A0AA38S531_9PEZI/4-394,1645
A0A139AH27_GONPJ/21-411,1646
A0A0C3H2V3_OIDMZ/4-394,1647
A0A0C3GIZ3_OIDMZ/2-392,1648
A0A8H6A5G1_PETAA/10-400,1649
A0A1G5UNV4_9SPHN/42-432,1650
A0A1D9GZ60_9BURK/20-410,1651
A0A1J7IE27_9PEZI/20-410,1652
A0A8H6SIG2_MYCCL/4-394,1653
A0A6A6RV17_9PLEO/4-394,1654
A0A6L6W9L2_9RHOB/9-399,1655
A0A178DUB6_9PLEO/6-396,1656
A0A9W8R1M7_9HYPO/15-405,1052
H6RM06_BLASD/24-414,1657
A0A2N9JD99_9ACTN/23-413,1658
A0A0U5G545_ASPCI/11-401,1659
A0A8J3H030_9RHOB/17-407,1660
A0A6P2BZ28_9ACTN/13-403,1661
A0A0Q8FH35_9CAUL/46-436,1662
A0A177DL60_ALTAL/4-394,975
R0JUW6_EXST2/637-1027,1663
A0A2M8QLT3_9SPHN/13-403,1664
A0A8H7CL38_9AGAR/95-485,1665
A0A427Y402_9TREE/17-407,1666
A0A7U2F8R1_PHANO/4-394,1667
A0AAD9AJT4_9PEZI/12-402,1252
A0A8J3CBG9_9PSEU/17-407,1668
A0A372J431_9ACTN/24-414,1669
LOVD_ASPTN/17-406,1670
A0A9W9BSV1_9HYPO/15-404,1052
A0A397U3K0_9GLOM/70-459,1671
A0A409Y2P8_9AGAR/787-1176,1672
A0AAD9SSK9_PHOAM/14-403,1673
A0A0F8XUA3_9EURO/15-404,1674
A0A9W9BYZ3_9PLEO/4-393,1675
A0A3N2MG68_9BACT/591-980,1676
M2SKZ6_COCSN/4-393,1677
A0A9W9WMQ3_9EURO/16-405,1465
A0A6A5Y9N8_9PLEO/18-407,1678
A0A423VYF3_9PEZI/20-409,1679
A0A1V6YYQ5_PENNA/15-404,1465
A0A7G9L203_9SPHN/33-422,1680
T0LX84_COLGC/25-414,1681
A0AAD9AND4_9PEZI/25-414,1681
A0A6A6ZTX0_9PLEO/4-393,1682
A0AAD4CYX6_ASPNN/14-403,1683
A0AA36NJ95_9DINO/1428-1817,1684
A0A517KZ75_9PEZI/36-425,1685
L0DI23_SINAD/15-404,1686
A0A9P5BKE3_9HYPO/12-401,979
A0A2J6QRF8_HYAVF/12-401,1687
A0A8H6HLT0_9AGAR/12-401,1688
K1V8D1_TRIAC/17-406,1689
G2RI58_THETT/3-392,1690
A0A094FWI9_9PEZI/4-393,1691
A0A6A5Z7E4_9PLEO/4-393,1692
Q1LB31_CUPMC/19-408,1693
A0A5N6I531_9EURO/15-404,1694
A0AAJ0BMY6_9PEZI/2-391,1695
A0A194UMH4_CYTMA/1-390,1696
A0A8H3ZYB2_9PEZI/25-414,1681
A0A927JZP2_9SPHN/36-425,1697
M2SE87_COCSN/11-400,1698
A0A0P0NZR9_9CAUL/50-439,1699
A0A9P4WNR5_9PLEO/4-393,1675
A0A432VMF3_9SPHN/42-431,1700
A0A8H6HXB2_9AGAR/12-401,1701
A0A9Q0LWL1_ANAIG/24-413,1702
A0A6G1JP72_9PLEO/12-401,1703
A0A8X6J660_TRICU/1-390,871
A0A7R7XSS8_9EURO/15-404,1704
A0A9P9EVI0_9HYPO/18-407,1705
A0A9W8RVI5_9HYPO/15-404,1706
A0A5N6TNF5_9EURO/12-401,1707
E9G3A8_DAPPU/53-442,1708
A0A175W3C0_9PEZI/5-394,1709
A0AAD2HK02_9AGAR/12-401,1710
A0A7U2MZ28_ASPFN/9-398,1225
A0A158K3Q2_9BURK/14-403,1711
A0A2D2AU03_9CAUL/19-408,1712
A0A5P9PRT7_9PSEU/20-409,1713
A0A7X0VXL7_9BACL/19-408,1714
A0AAF0YFI4_9TREE/14-403,1715
A0A1F5LJE2_9EURO/15-404,1716
A0A812VII1_9DINO/677-1066,1592
V6MIB0_9BACL/6-395,1717
A0A916C0Y0_9CHLR/24-413,1718
A0A2B7XFF9_9EURO/14-403,1586
A0A2J6TMD8_9HELO/51-440,1719
A0A6N7Q0Q2_9BACT/90-479,1720
A0A9X0A8B5_9HELO/4-393,1721
A0A2J6RT03_HYAVF/3-392,1722
E4ZUT3_LEPMJ/651-1040,1723
A0A938YCT5_9ACTN/24-413,1724
A0A9P9NTQ0_9HELO/13-402,1725
A0A194S4J1_RHOGW/8-397,1726
A0A547PDN4_9SPHN/38-427,1727
A0A218ZCS1_9HELO/5-394,1728
A0A1B7NX40_9EURO/13-402,1729
A0AAD7BHC3_9AGAR/8-397,1730
A0A9P9G3D2_FUSRE/14-403,1355
A0A094HAU6_9PEZI/4-393,1691
A0A5N7AZP5_9EURO/1-390,1731
A0AAD6NE88_PENCN/15-404,1716
A0A4R8RWX9_COLTR/23-412,1732
A7NLP6_ROSCS/19-408,1733
A0A409XP08_PSICY/12-401,1734
A0A2V1IVV8_9BACT/588-977,1735
A0AAE1C274_9PEZI/16-405,1736
A0AAD4GSI0_ASPNN/14-403,1737
A0A9P9IEF1_9HYPO/18-407,1705
A0A0L0HL25_SPIPD/67-456,1738
A0A8H6UUH7_9EURO/11-400,1739
A0AAE0M2Z5_9PEZI/5-394,1740
A0A0G4PGQ5_PENC3/15-404,1595
A0A0D2H4E0_9EURO/4-393,1741
A0A8H6I720_9AGAR/62-451,1742
A0A540VCX6_9CHLR/22-411,1743
A0A8K0TI71_9PEZI/14-403,1744
A0A0H3C8K6_CAUVN/49-438,1745
A0A245ZIN5_9SPHN/61-450,1746
A0A6G7Z976_9FIRM/42-431,1747
A0A6J5GGM0_9BURK/21-410,1748
A0A9W8Z0C9_9PLEO/4-393,1675
N1Q1N8_DOTSN/14-403,1749
A0A1Y1UNE7_9TREE/16-405,1750
C4JL28_UNCRE/4-393,1751
A0A926G673_9SPHN/28-417,1752
R7UU08_CAPTE/38-427,1753
A0A1Y2QNV1_9SPHN/36-425,1754
A0A8H5ZM70_COCSA/11-400,1698
A0A812YXD9_9DINO/24-413,872
A0A9P9DG61_9PLEO/654-1043,1755
A0A2P8CR89_9ACTN/30-419,1756
A0A5M3MNZ7_CONPW/12-401,1757
A0A1V6TMU5_9EURO/11-400,1758
A0A6V6ZHJ0_9RHOB/13-402,1759
A0A072NXI5_9EURO/51-440,1760
A0A1B8GJI9_9PEZI/4-393,649
A0A5N7AJW4_9EURO/15-404,1375
A0A1M5G475_9BACE/587-976,1761
A0A9W9WPI1_9EURO/16-405,875
A0A5N6J919_9EURO/15-404,1521
W9HIH1_FUSOX/11-400,1197
A0A7X9ZPS5_9SPHN/41-430,1762
A0A5C3L746_COPMA/44-433,1763
A0A1G4BTA4_9PEZI/20-409,1764
Q5ZSU8_LEGPH/165-554,1765
A0A6A5YAS4_9PEZI/3-392,1766
A0A8J9WSI1_9CHLO/19-408,1767
A0A3M7N7V4_9EURO/7-396,1768
A0A507C451_9FUNG/144-533,1769
A0A4S2R5J4_9ACTN/87-476,1770
A0A8H5EGM1_FUSOX/12-401,1197
A0A2C5X7D5_9HYPO/11-400,1771
A0A7D8UX11_VANHU/17-406,1772
A0A512E2V7_9PROT/41-430,1773
A0A9P4GKG0_9PLEO/11-400,1774
N4VGT7_COLOR/23-412,1732
A0AAD9YN80_COLKA/25-414,1681
A0A2D0N790_FLAN2/246-635,1775
A0A9P6VN95_9HELO/12-401,1776
A0A345HSH5_9ACTN/14-403,1777
A0A8H6QM17_9EURO/16-405,1778
A0A841CJH9_9PSEU/15-404,1779
A0A4S3M8M7_9RHOB/9-398,1780
A0A6A5T4I9_9PLEO/4-393,1781
A0A069Q2Q7_9BURK/14-403,1782
A0A9P4TZE2_9PEZI/3-392,1783
A0A395RRE6_FUSSP/14-403,1784
A0A8H6DAP2_9HYPO/14-403,1355
W6YBM2_COCC2/11-400,1698
A0A179F3Z6_METCM/13-402,1785
A0A812VM79_9DINO/150-539,1786
G3JRJ3_CORMM/16-405,1787
A0A8H8TVT2_9HELO/4-393,1478
A0A8H4C7D1_COLGL/25-414,1681
Q2TWT6_ASPOR/9-398,1225
A0A8H6A0P1_PETAA/14-403,1788
A0A812NQW4_9DINO/316-705,1455
Q2UND6_ASPOR/15-404,1521
A0AAJ0A7R6_9PEZI/20-409,1764
A0AAD6UAY5_9AGAR/12-401,1789
A0A1F1E042_9PORP/177-566,1790
Q9A800_CAUVC/77-466,1745
A0A9P9J087_9HYPO/16-405,1791
A0A8K0VYG8_9PLEO/4-393,1792
A0A5N6J6T2_9EURO/9-398,1225
A0A5B2TJA9_9PROT/46-435,1793
A0A495W0H1_9PSEU/54-443,1794
W9XI55_9EURO/10-399,1795
A0A8H5W7S6_9HYPO/12-401,979
A0A151ZKD5_TIELA/51-440,1796
A0A0U1M3B4_TALIS/20-409,1797
Q5LS10_RUEPO/17-406,1798
A1DF78_NEOFI/10-399,1632
A0A8H6H9K3_9AGAR/12-401,1688
M2U7S8_COCH5/11-400,1698
A0A8K0W780_9HYPO/14-403,1799
A0A8H4AWX5_GIGMA/70-459,1671
A0A2M8J1W1_9RHOB/19-408,1800
A0A9W9JS88_9EURO/15-404,1637
A0A1Q9V898_9MICO/22-411,1801
A0A4Q7L5Q5_9PSEU/52-441,1802
A0A8H7UE95_MORIS/68-457,1803
A0A8S1CZ57_9INSE/58-447,1804
A0A6A6XND7_9PLEO/35-424,1805
A0A7W8AFI8_9ACTN/22-410,1806
G3ASD7_SPAPN/15-403,1807
A0A2J6QYV7_HYAVF/278-666,1808
A0A7H5F2Q9_9BACT/31-419,1809
A0A4Q2RCS9_9HYPH/21-409,1810
A0A518GWS7_9BACT/45-433,1811
A0A1G8ZU28_9ACTN/77-465,1812
A0A4Q2IM45_9SPHN/37-425,1813
A0A8J9WQC5_9CHLO/38-426,1814
R9HRA2_BACUN/593-981,1815
A0A2K4ZCI3_9FIRM/25-413,1816
A0AA36HXG3_9DINO/18-406,420
A0AAE0XA84_9PEZI/6-394,1817
A0A2C6B2B4_9BACT/41-429,1818
L2G4A6_COLFN/4-392,1819
A0A1V6PMN4_PENDC/16-404,1820
A0A138ZX68_GONPJ/21-409,1821
A0AAD8XEM9_GLOAC/15-403,1227
A0A6G1IQP5_9PLEO/28-416,1822
A0A7W9LFR9_9ACTN/21-409,1823
A0A8J4Q1K9_9MYCE/47-435,1824
A0A2M6VHH6_9BURK/40-428,1825
A0A8S9BEU9_9HELO/12-400,1687
C7GHZ4_9FIRM/7-395,1826
A0A8H5BKE9_9AGAR/68-456,1827
A0A4R5AEF3_9ACTN/16-404,1828
A0A1V2ETK5_9SPHN/48-436,1829
A0A9P8QAZ1_WICPI/17-405,1830
A0AA40ZSD8_9BACT/602-990,1831
A0A5N7A4V7_9EURO/9-397,1066
A0A6N7I6Q3_9ACTN/23-411,1832
A0A4Q9HTC0_STRKA/146-534,1833
C7G020_DICDI/13-401,1834
A0A853GYA5_9BURK/52-440,1835
S0DJK8_GIBF5/6-394,979
A0A495XQ01_9PSEU/15-403,1836
A0A9P7KKC3_9HYPO/15-403,1799
A0A9P6D4Q2_9AGAR/12-400,1837
A0A814FM92_ADIRI/27-415,1838
A0A0Q7DD03_9CAUL/16-404,1839
A0A543CII6_9ACTN/14-402,1840
A0A1M5IE63_STRHI/28-416,1841
A0A507AST8_9PEZI/19-407,1842
A0A9W9MEF0_9EURO/15-403,1595
A0A4U0MLB4_9ACTN/22-410,1843
F4L0S5_HALH1/231-619,1844
A0A7D8Z1D9_VANHU/18-406,1845
A0A6A6IP93_9PLEO/8-396,1846
A0A124GQK6_PENFR/15-403,1595
A0A010S4A2_9PEZI/15-403,1227
A0AAE0HBI8_9PEZI/6-394,1847
A0A8H7DKG3_9AGAR/13-401,1848
A0A5C7FUN3_9BACT/30-418,1849
A0A5N6KU97_9ROSI/15-403,1850
A0A5N6UBE0_ASPTM/4-392,1851
A0A2V1C748_9HELO/12-400,1852
A0A158EQ62_9BURK/14-402,1853
A0A166KXT9_9AGAM/6-394,1854
A0A9P5BA53_9HYPO/9-397,1269
A0A7K7S2F5_9PASS/27-415,1855
A0A2H3H6Z0_FUSOX/15-403,1355
A0A7C8I962_9PLEO/9-397,1856
A0A0C5WNH9_9GAMM/37-425,1857
Q2U069_ASPOR/4-392,1066
A0A5B2V4P6_9HYPH/38-426,1858
A0A6A5U2G7_9PLEO/15-403,1859
A0A916ER99_9BURK/48-436,1860
A0A9Q8T8H4_9PEZI/15-403,1227
A0A1V6Z039_PENNA/16-404,1144
A0AAE8M534_9HYPO/16-404,1799
A0A1Y2V113_9PEZI/5-393,1861
A8FZ47_SHESH/60-448,1862
A0AA40D062_9PEZI/6-394,1863
A0A6A6S6B4_9PLEO/646-1034,1864
A0A135U0J1_9PEZI/15-403,1227
A0A179GZV4_PURLI/84-472,1865
A0A545VHW9_9HYPO/5-393,1866
A0A151GJR6_DRECN/15-403,1867
A0A553HTP2_9PEZI/15-403,1868
A0A1Y5XQC3_KIBAR/27-415,1869
A0A4Z1IIH6_9HELO/4-392,1870
A0A166PLQ1_9PEZI/13-401,1871
A0A395T8N1_9HYPO/17-405,1384
A0A7W5DTB6_9PORP/216-604,1872
F6ERG2_HOYSD/18-406,1873
A0A365H0H3_9ACTN/19-407,1874
A0A1I0B7W0_9BACT/565-953,1875
A0AAD4KXD2_9EURO/28-416,1876
A0A0D2BH76_9EURO/16-404,1877
H0TNB2_9BRAD/50-438,1878
A0A1J7ICZ3_9PEZI/4-392,1879
A0A5C3L340_COPMA/1-389,1880
A0AA48L9L5_9TREE/21-409,1881
A0A2G0CCU4_9BACT/26-414,1882
A0A1W2FVF3_KIBAR/58-446,1883
A0A4V1RU97_9HYPH/21-409,1884
A0A3M7M9Y7_9PLEO/11-399,1885
A0A6A6A9U1_9PLEO/4-392,1886
A0AAD6G4D4_9EURO/12-400,1887
A0A194VFX2_CYTMA/15-403,1888
A0A917EFS5_9STRE/7-395,1889
A0A507C279_9FUNG/28-416,1890
A0A926F5C2_9BACT/222-610,1891
A0AAJ0AKG9_9PEZI/15-403,1227
A0A2J6T2Y2_9HELO/4-392,1892
A0A8K0TUV2_9PEZI/15-403,1893
A0AAJ0D0L8_9HYPO/13-401,1894
A0A6A6XLB6_9PLEO/4-392,1895
A0A1U9KPD7_9PROT/26-414,1896
A0A5N6ILT2_9EURO/4-392,1066
A0A495W410_9PSEU/24-412,1897
A0A3N4Q7Y0_9BACT/41-429,1898
A0A6A5QL67_AMPQU/4-392,1899
A0A840RR52_9BURK/48-436,1900
A0A9P5Z9Y6_9AGAR/12-400,1901
A0AA40BUZ4_9PEZI/4-392,1902
A0A0W1QPY1_9SPHN/30-418,1903
A0AA48I6E3_9TREE/18-406,1904
A0A1G4ANV8_9PEZI/15-403,1905
A0AAD9SUM7_9HELO/8-396,1906
A0A1B8E0N3_9PEZI/4-392,1907
A0A8H6X3F5_9AGAR/14-402,1908
A0A6A6Y7P0_9PEZI/22-410,1909
R0IY64_EXST2/4-392,1910
A0A2T4B107_9HYPO/4-392,1911
A0A6G8NY67_9BURK/14-402,1912
A0A5J4NI50_9TREM/101-489,388
A0A4V2YXY3_9ACTN/21-409,1913
A0A8H5Z812_COCSA/4-392,1677
A0A926XX47_9BACT/45-433,1914
A0A8H6H7W0_9AGAR/19-407,1401
A0A399RUW2_9PROT/72-460,1915
W9VYH3_9EURO/5-393,1916
A0A8H7V2D0_9FUNG/61-449,1917
A0A3M7NIJ8_9EURO/33-421,1918
A0A7Z2S7T0_9SPHN/51-439,1919
A0A4S8MXR9_DENBC/17-405,1920
A0A257J6V6_9PROT/47-435,1921
A0A2K0W9F9_GIBNY/15-403,1355
A0A3P2A288_9BACE/469-857,1922
A0A0F0HSZ3_9PSEU/21-409,1923
A0A0J0UXS0_9ACTN/15-403,1924
K9DZM8_9BACE/593-981,1925
A0A6A5SLH9_9PLEO/8-396,1926
A0A1A5PD50_9ACTN/23-411,1927
A0A5C3L6C1_COPMA/12-400,1928
F3PXA0_9BACE/526-914,1929
A0A415WWW6_9FIRM/6-394,1930
A0A5C6DDH5_9BACT/46-434,1931
A0A502G7W9_9PROT/46-434,1932
A0A427XGR8_9TREE/13-401,1933
A0A841L470_9SPHN/8-396,1934
A0ABC9NGW9_BACUC/593-981,1815
A0A0Q5RG54_9SPHN/23-411,1935
A0A9P9MKU0_9PLEO/4-392,1936
A0A5N7B4E5_9EURO/9-397,1937
A0A6A6PJT0_9PEZI/1-389,1938
A0A3N4PGV8_9BACT/34-422,1939
A0A5N6DEF6_ASPPA/4-392,1066
A0A559M7F8_9HELO/4-392,1940
A0A094DTN6_9PEZI/24-412,1941
H6BVJ0_EXODN/13-401,1942
A0A5N6HWL4_9EURO/9-397,1225
A0A364NAV5_9PLEO/4-392,1943
A0AAJ0EAI7_9PEZI/15-403,1227
A0A0W0Z6H6_LEGSP/164-552,1944
A0A5N6EXR4_9EURO/4-392,1066
A0A553IFA6_9PEZI/4-392,1945
A0A8H5PZ84_9HYPO/15-403,1355
W2S5H6_CYPE1/5-393,1946
A0A132BBW0_MOLSC/6-394,1947
A0A437SW52_9LACO/7-395,1948
W3WX49_PESFW/13-401,1949
A0A923TD52_9BACT/28-416,1950
A0A8E5HUI6_USTVR/4-392,1951
A0A2U9P3L0_STRAS/11-399,1952
A0A5M3MFI2_CONPW/12-400,1953
A0AAE0M7G0_9PEZI/5-393,1954
A0A0F5K5T8_9BURK/31-419,1955
A0A1L9SZT3_9EURO/16-404,1956
A0A3N7JU83_9BURK/426-814,1957
A0A9P5GT95_PENCR/15-403,1595
A0A918Y5P2_9ACTN/23-411,1958
A0AA38X170_9EURO/8-396,1959
A0A6A7M5I5_9PROT/22-410,1960
A0A0A2IN95_PENEN/15-403,1595
A0A255YJ54_9SPHN/86-474,1961
M7SUV1_EUTLA/10-398,1962
A0A1Q8S8V9_9PEZI/15-403,1963
A0A5B8JHC5_9ACTN/15-403,1964
J9E2H9_9PROT/15-403,1965
A0AA37PAQ5_9PEZI/6-394,1966
A0A812MAL7_9DINO/62-450,1967
A0A4Q7J257_9PSEU/14-402,1968
A0A812J6M9_9DINO/906-1293,1969
A0A073J6M4_9RHOB/9-396,1970
E1VFH5_9GAMM/13-400,1971
A0A1H9F860_9BACT/26-413,1972
A0A553Z4L9_9ACTN/39-426,1973
A0A1E8CIP8_9GAMM/297-684,1974
A0A9P4GP81_9PLEO/12-399,1975
A0A428RAV1_9HYPO/24-411,1976
U7PRG5_SPOS1/3-390,1977
C9Z043_STRSW/21-408,1978
A0A3N5DNY8_9SPHN/47-434,1979
A0AAD9CWT7_PAPLA/11-398,1980
A0A2J6SRP0_9HELO/20-407,1981
A0AA41Z8F4_9HYPH/21-408,1982
A0A0N0NMY6_9EURO/4-391,1983
A0A6P2BWG7_9ACTN/23-410,1984
A0A4S2LUY6_OPIFE/42-429,1985
A0AA36JLH9_9DINO/25-412,1986
A0A1L9TDA2_9EURO/15-402,1704
C7QBF5_CATAD/15-402,1987
A0A1E3BDZ4_ASPCR/38-425,1988
A0A2G7G2B9_9EURO/38-425,1989
A0A848HHQ1_9BURK/39-426,1990
A0A1D2VKK0_9ASCO/11-398,1991
A0A093XHU5_9PEZI/14-401,1992
A0A167VKX5_9HYPO/82-469,1993
A0AAF0CEW7_9PROT/46-433,1994
A0A841LDC5_9SPHN/36-423,1995
J0DA97_AURST/9-396,1996
A0A2G8TL47_9BURK/31-418,1997
A0A1V2QWF4_9PSEU/64-451,1998
A0AAE1H9X2_9NEOP/85-472,1999
A0A6A6QKX4_9PEZI/3-390,2000
A0A418NXF4_9SPHN/50-437,2001
A0A167VFW1_9HYPO/15-402,2002
A0A8H6KVB0_9PEZI/4-391,2003
A0A6A6VWA7_9PEZI/9-396,2004
A0A563EX88_9PSEU/50-437,2005
A0A6N7ZQA3_9HYPH/74-461,2006
A0A926EDV5_9FIRM/155-542,2007
A0A5N7BMV9_9EURO/28-415,2008
A0A9P4U4X1_9PLEO/24-411,2009
A0A2Z6R581_9GLOM/74-461,2010
A0A8H4VMI1_9AGAR/12-399,2011
A0A9P9JLP3_FUSRE/13-400,2012
A0A372RAZ6_9GLOM/66-453,2013
A0A2P7ZQ95_9PEZI/11-398,2014
A0A3M2SCY0_9HYPO/24-411,1976
A0A194X6Z5_MOLSC/4-391,2015
E3S2W4_PYRTT/4-391,2016
A0A409WRU4_9AGAR/116-503,2017
N4VHC2_COLOR/15-402,1442
A0A6A5XBD0_9PLEO/22-409,2018
A0A0D2IGQ7_9EURO/37-424,2019
A0A0Q5P3P5_9BURK/15-402,2020
A0A2R7K9X5_9FLAO/39-426,2021
W9VQB0_9EURO/1-388,2022
A0A1V6PH98_PENDC/15-402,2023
A0A9W8V8L7_9HYPO/13-400,2024
A0A840YFN3_9SPHN/42-429,2025
A0A1Y2VYV4_9PEZI/5-392,2026
A0A7H8R6T6_TALRU/17-404,2027
A0A2H3HZ24_FUSOX/12-399,1197
A0A179G2F5_METCM/4-391,2028
A0A3M7MXC2_9EURO/10-397,2029
A0A1E3RWX9_9MYCO/27-414,2030
A0A178B6Z0_9PLEO/11-398,2031
A0A8H6M3J7_9AGAR/12-399,1701
A0A9P4GQG9_9PLEO/4-391,2032
